75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75
81	84	83	84	84	85	83	83	84	83	83	84	84	85	84	82	84	84	84	85	85	84	85	85	83	84	85	83	86	84	84	83	81	83	84	85	82	82	83	84	86	84	86	85	86	85	85	85	85	87	87	83	85	87	84	84	85	87	86	86	87	86	86	85	87	89	87	88	87	87	87	86	84	88	86	84	86	86	86	85	85	85	87	87	87	88	86	86	88	88	87	87	89	87	88	87	86	86	86	86	86	85	84	85	85	84	84	85	85	85	88	88	87	86	88	87	87	88	87	88	88	86	85	87	87	86	87	87	88	89	88	86	87	87	87	88	85	86	88	88	87	87	89	88	88	89	87	89	85	89	89	89	87	88	89	88	88	91	89	89	88	88	87	89	86	88	88	88	90	88	87	83	86	88	86	87	87	86	87	86	86	87	88	91	88	87	89	89	85	86	88	88	88	86	88	86	87	90	87	88	86	88	88	87	91	92	91	90	90	88	85	88	87	90	88	88	88	88	86	86	89	89	89	86	86	86	87	88	89	92	93	94	89	84	82	78	80	80	82	82	83	84	89	84	87	86	85	84	86	87	86	86	85	84	84	85	84	83	81
83	83	83	84	83	82	84	84	85	83	81	82	83	85	85	82	84	85	84	84	84	84	85	85	83	82	84	86	85	83	84	83	81	85	83	86	82	83	82	83	86	85	84	85	85	84	84	83	84	86	85	84	87	86	82	85	88	88	86	86	86	86	87	86	89	86	86	86	87	87	86	86	85	86	87	84	86	85	87	88	86	86	88	87	88	88	85	85	88	88	87	87	89	88	86	85	86	86	86	85	85	86	86	84	85	85	85	84	85	86	86	86	86	85	88	88	86	87	86	89	89	86	86	88	89	87	88	87	88	87	87	87	86	87	86	86	84	86	88	87	86	87	88	88	87	87	88	88	88	87	87	87	87	86	89	88	89	90	88	89	89	89	88	90	88	88	89	88	89	88	89	87	87	88	86	88	89	87	87	88	87	88	88	89	88	88	89	90	87	89	87	86	89	88	87	84	86	88	86	88	88	87	87	89	91	89	88	88	89	88	88	87	89	89	88	88	89	87	87	88	89	87	89	86	86	87	89	90	91	93	90	87	83	79	80	78	80	81	85	84	83	87	91	85	86	85	85	84	85	86	84	84	85	84	85	85	84	84	83
82	83	83	82	82	84	84	83	84	82	83	82	84	85	85	83	84	86	84	86	85	86	84	84	84	83	85	83	84	83	84	83	81	85	85	84	81	82	84	84	84	84	87	84	85	87	85	86	86	86	86	87	87	86	84	85	86	86	86	86	87	86	86	85	86	84	87	88	87	87	84	85	84	87	87	87	86	85	86	86	85	86	86	88	87	87	86	87	88	86	87	87	90	88	88	88	88	86	86	86	85	85	85	86	87	84	85	86	86	85	88	87	86	87	89	88	88	88	88	88	87	87	86	87	89	89	87	87	86	88	87	86	86	86	86	86	87	86	88	88	87	89	88	87	88	87	87	88	88	88	89	87	85	88	90	88	87	89	89	90	89	89	87	88	88	87	88	88	88	89	89	87	88	90	87	87	86	85	86	88	88	87	88	90	88	88	88	88	88	86	86	87	88	89	92	88	87	88	86	85	87	87	87	88	89	88	88	88	90	90	87	86	87	87	86	87	88	88	87	87	89	86	87	85	85	90	92	93	91	89	85	82	81	82	82	82	83	86	88	86	89	87	89	84	85	83	83	84	85	84	84	84	84	82	83	85	84	83	82
82	84	83	83	81	83	84	84	85	84	84	83	84	85	85	82	84	86	84	85	85	84	85	85	84	82	85	84	84	84	84	84	81	84	82	85	82	83	83	85	85	84	86	85	86	87	87	86	85	85	87	83	86	85	87	85	85	88	89	87	86	85	87	85	85	86	85	87	87	87	87	86	85	86	86	84	88	86	88	85	85	87	86	87	88	88	86	86	88	86	85	88	88	88	87	86	87	86	85	85	85	86	85	85	85	85	85	88	86	87	88	87	86	85	89	87	87	87	85	87	87	87	86	87	87	87	87	87	86	88	85	86	87	87	85	86	85	87	87	87	87	88	90	89	88	89	88	89	87	87	87	85	87	88	89	90	88	91	88	90	90	89	88	90	89	89	90	88	89	89	90	86	86	87	87	86	88	87	87	87	86	87	89	89	88	88	88	90	88	89	89	88	87	88	87	85	87	87	87	89	87	87	88	89	90	89	89	88	88	89	88	87	87	88	86	89	88	87	87	87	87	84	88	85	87	92	91	89	83	82	82	82	85	86	86	87	85	88	91	87	86	87	87	85	86	86	84	82	83	84	85	84	84	83	83	84	84	82	82
82	83	82	82	83	84	83	84	84	84	83	84	85	84	85	82	86	85	85	86	84	84	84	85	85	83	85	84	85	84	84	82	81	83	85	83	82	83	83	83	83	84	87	84	86	85	85	87	87	86	86	84	87	86	84	84	86	86	86	85	86	86	87	86	87	87	87	86	87	87	88	87	85	87	87	85	86	86	86	85	83	84	86	87	87	88	86	87	89	87	86	88	89	86	87	86	86	86	84	86	86	85	86	85	85	84	85	86	85	85	86	86	87	87	89	88	87	88	87	87	88	85	86	86	88	87	86	88	86	88	89	87	85	86	86	87	84	87	87	87	87	88	88	88	87	89	88	88	87	87	87	88	86	88	90	88	88	89	89	90	90	89	87	88	87	88	89	89	90	87	89	87	84	86	86	86	88	86	86	87	86	88	88	87	89	89	88	87	89	86	87	86	86	88	88	87	86	89	85	86	87	87	87	89	90	90	90	90	89	88	88	86	87	87	88	89	88	88	86	84	87	88	93	90	90	90	87	82	79	82	84	87	86	88	91	90	89	90	92	88	88	87	87	85	84	84	83	83	84	84	85	85	84	83	83	83	84	84	82
83	84	82	83	83	84	84	84	84	84	85	83	84	86	86	82	86	84	85	82	84	84	87	85	84	84	86	86	85	84	85	83	82	85	84	84	83	83	83	84	87	84	88	86	87	86	84	84	86	85	86	87	87	87	84	85	87	87	86	86	86	86	87	86	86	85	85	86	86	86	86	88	85	87	88	86	87	85	86	85	85	86	87	85	87	88	86	89	88	87	88	88	88	90	88	86	87	85	84	87	86	84	83	85	86	84	84	84	86	86	88	88	88	87	87	87	87	87	86	88	88	86	86	87	89	87	86	87	87	88	86	86	87	86	86	87	85	87	88	87	87	87	89	87	86	89	88	88	89	87	88	88	87	87	91	89	87	93	90	90	89	90	87	86	89	88	88	88	88	88	90	86	89	87	87	86	87	87	88	87	86	87	87	89	88	87	88	89	85	86	88	87	89	89	89	87	86	91	87	86	89	87	88	88	91	90	90	89	90	90	86	86	86	88	87	88	91	86	87	85	87	88	92	91	88	85	81	84	83	85	85	87	88	89	87	88	87	88	88	89	87	84	87	84	84	84	82	82	85	84	84	84	85	84	84	85	83	82	83
84	84	83	84	83	84	83	85	85	83	83	82	84	84	86	84	84	85	84	85	85	85	85	85	85	84	84	84	85	84	85	83	83	82	83	85	83	83	85	85	83	87	86	85	85	87	86	86	86	86	86	86	86	87	85	86	86	87	87	85	88	85	85	85	86	86	87	88	87	87	87	87	86	88	88	86	86	85	86	86	86	87	86	85	86	87	86	86	88	89	87	88	86	88	87	85	86	85	86	86	85	85	85	85	86	85	86	85	86	86	87	87	87	86	88	87	87	88	87	86	86	86	86	87	87	86	86	87	88	90	87	85	86	87	86	86	85	87	87	89	88	89	89	88	87	89	88	89	89	87	87	90	86	88	89	89	87	89	87	89	89	90	89	88	87	88	89	90	90	88	90	87	88	89	87	87	89	87	85	88	87	89	89	91	89	87	87	88	89	87	87	86	88	87	88	89	87	88	87	85	85	85	87	89	91	91	90	90	90	89	87	85	87	88	86	87	89	87	86	86	90	91	92	87	82	81	82	87	86	88	87	88	86	89	85	88	85	88	89	90	86	84	85	85	84	82	83	83	84	86	86	86	84	84	84	84	84	84	84
81	83	83	83	82	83	83	83	84	83	83	83	84	85	85	83	86	85	84	84	84	84	83	84	84	84	85	85	83	83	85	81	80	85	86	85	83	84	83	86	87	86	86	84	85	86	87	86	86	85	86	87	87	88	84	85	86	88	86	86	87	86	86	84	85	87	88	86	86	86	86	86	85	87	87	83	85	86	85	86	84	88	87	86	86	87	85	86	90	86	88	89	89	88	88	86	87	87	85	85	84	86	85	84	85	85	83	86	85	87	86	87	87	86	88	87	87	87	87	87	86	87	87	87	88	87	86	87	86	87	86	86	85	87	85	85	86	87	88	87	86	87	89	89	89	88	88	88	86	87	87	87	86	87	88	87	88	90	86	90	89	88	87	85	87	87	88	89	89	88	89	87	87	88	85	87	88	88	87	88	87	86	89	89	87	87	87	90	89	87	88	86	88	87	90	87	86	88	86	89	86	86	88	89	90	89	90	89	91	88	87	87	87	89	86	85	86	88	89	89	90	88	84	80	84	85	88	88	86	87	87	89	86	88	88	88	88	88	88	88	84	85	85	85	84	83	82	83	83	84	84	83	83	83	83	84	85	85	81
83	84	83	83	83	84	83	83	85	85	83	82	84	85	85	83	85	85	84	86	84	87	85	85	84	82	86	85	84	84	85	83	81	85	84	85	84	84	85	85	86	85	85	84	86	86	85	86	86	85	86	87	86	85	85	86	85	86	88	87	87	86	86	85	87	87	86	86	88	89	86	86	85	88	87	85	87	87	85	86	86	86	87	86	86	88	86	86	89	86	88	88	88	87	88	87	86	87	85	86	85	87	86	85	85	85	84	84	85	86	88	86	86	87	88	88	88	88	87	88	87	86	84	87	88	86	86	86	87	89	88	86	85	85	86	85	84	86	87	87	87	88	89	88	88	88	88	88	87	87	88	86	89	88	87	88	86	91	88	90	90	89	88	87	88	89	89	89	90	88	89	83	86	89	87	88	87	87	88	87	87	87	90	90	89	88	87	90	88	87	88	87	88	88	88	88	85	88	87	87	88	89	89	90	89	87	89	88	88	89	87	87	88	87	83	86	88	89	90	91	89	82	82	85	88	87	89	90	87	90	87	91	90	90	90	89	88	88	89	84	87	84	85	85	83	82	83	83	84	85	86	84	83	83	83	85	84	83	83
