158.11	205.22	230.11	174.22	166.44	91.444	71.667	77	69	116	93.556	115.89	73.889	51.889	85.111	131.11	158.11
176.44	221.22	221.11	189.67	156.22	85.667	69.111	77.778	73.556	92.333	113.33	84.222	63.444	50.222	103.78	132.33	176.44
195.67	231.89	219.33	214.78	156.56	88.333	76.778	68.333	83.111	77.222	105.56	67.667	50.111	43.444	103.22	125.67	195.67
213.44	228	223.67	240.22	161.22	98	79.444	62.778	105.67	70.667	101.67	93.111	46.111	43	116.56	153.89	213.44
219.22	212.44	216.22	247.44	173	124.33	86.556	56	115.67	78.333	111.22	141.11	45.111	43.444	107.44	168.78	219.22
222.11	209.56	222.44	244.33	166.89	127.89	78.444	56.667	110.22	98.333	90.333	157.33	46.444	43.667	99.889	173.89	222.11
219	207.78	227.22	231.89	149.67	110.11	65.667	59.333	101.44	140.22	93.556	146.11	44.889	44	123.44	193.44	219
213.22	208.44	225.56	222.11	166	121.22	68.778	62.778	95.667	140.89	103.78	129.33	52.667	44.444	123.89	200.78	213.22
208	213.44	225.78	208	172.56	116.56	74.111	76.667	89.778	114	124.78	96.222	63.889	49.111	126.56	206.89	208
205	223.11	224.67	198.22	181	109.33	85.111	81.333	92.333	87	105.44	87.111	60.444	54.889	125	206	205
202.44	227.33	213.56	195.22	185	99.222	81.556	83.444	106.44	83.778	115.33	94.667	55.444	51.222	135.67	203.56	202.44
213.44	224.22	207.67	216.22	184.11	108.44	73.111	89	128.33	95.333	118	115.89	53.667	49.556	130.22	186.78	213.44
219.44	208	210	240.56	184	110.67	67	77.444	151.33	122.67	87.222	106.78	59.889	47.667	153.56	187.56	219.44
210.78	193.78	201.44	245.44	199.56	114	66.111	71.222	146.44	139.67	94.889	123.67	60.667	50.778	173.44	200	210.78
201.22	189.11	203.89	246.11	188.56	108.33	65.111	68.667	114.56	114	140.89	104.22	61.222	66.444	184.78	205.11	201.22
194.33	187.44	210	242.78	164.67	95.333	64.333	89.333	84.667	83.889	162.67	77	55.778	90.222	187.89	203.22	194.33
191.78	191.67	222.22	236.56	143.56	76.889	74.556	107.44	92.889	84.222	134.67	52.778	51.778	101.78	186.44	207.22	191.78
186	194.11	223.89	227.78	128	68.111	77.667	112.67	146.78	94.444	96.444	51.444	51.222	121.89	190.78	207	186
187.67	199.22	227	224.67	124.67	66.444	76.667	104	160.89	95.444	77.222	59.333	55.889	115	191.67	206.33	187.67
190.44	207.56	233.67	205.11	111.56	76.333	69.444	114.33	129.89	105.44	78.556	70.444	56	119.11	197.22	202.78	190.44
196.22	213.22	237.67	177.56	96.222	92.222	61.444	115.11	96.333	83.333	81.556	79.778	57.778	113.33	198.78	198.78	196.22
195.78	215.89	234.44	146.22	77.556	89.778	59	162.56	88.667	86	63.444	74.556	71.333	148.22	205.67	193.56	195.78
195.44	215.67	234.67	139.78	73.222	86.444	66.444	183.89	88.222	75.556	72.111	67.889	86.889	176	201.67	189.67	195.44
201	217.44	233.78	130.67	77.667	73	67.778	137.67	77.889	64.222	85.222	71.556	67.889	164.67	196.44	187.67	201
200	217	226.22	110.89	90.333	62.444	78.111	112.89	78	63.667	89.667	65.556	92.222	198.89	195	188.11	200
196.56	219.67	223.67	108	101.56	62.222	92.667	105.22	88.111	58.889	77	66	105	204.33	188.78	191.22	196.56
192.22	219.33	224.89	106.67	102.56	61.778	121.56	111.33	132	41.444	75.444	61.667	125.89	196.22	184.22	190.67	192.22
186.67	216.44	231.56	130.33	81.444	65	104.33	116.89	154.78	44.889	90.222	70.222	97.778	166.44	183	188	186.67
193.33	218.44	230.22	114.44	79.556	71.111	102.11	114.11	137.67	42.778	111.33	71.889	91.889	157.33	187.56	189	193.33
192.22	219.89	226.33	101.44	77.778	76.889	106.89	111.78	112.67	53.111	120.44	72.778	102.78	166.67	185.11	188.11	192.22
205.33	225.78	210.89	103.44	72.222	71	89	90.444	96.889	64.778	122.78	74.556	71.778	140.56	189.67	195	205.33
203.78	223.78	196.56	106.89	72.222	62.444	87.444	100.89	82.333	78.556	102.22	65	66	144.78	190.89	194.44	203.78
202.22	220.11	191.78	99.889	71.778	57.111	84.889	123.44	68.778	83.778	78	64.222	68.889	157.22	190.89	194.11	202.22
199.33	210.67	193	93.667	75.111	59.222	73.556	138.78	57.889	103.56	65.667	61.889	79.778	177.56	186	193.78	199.33
209.78	200.44	160.78	74.889	75.667	74.556	56.778	97.111	73.111	139.67	60.556	55.667	100.67	187.56	187.22	196.44	209.78
200.78	199.67	194.44	82.556	77.222	77.889	58.222	104.78	93.111	113.44	63.111	56.889	96.444	190.22	184.78	194.67	200.78
198.11	192.89	173	73.556	71.889	92.222	76	89.333	109.33	83.444	61.556	57.444	147	200.33	177.33	188.89	198.11
203.33	180.22	140.44	69	66.889	89.444	70.778	75.333	115.56	77.333	58.222	58.556	142.33	197.78	186.11	198.33	203.33
199.11	164.44	111.89	73.333	63.889	77.556	82.778	76.444	136.78	70.111	55.222	66.333	164.22	202.11	189.89	199.11	199.11
192.33	164.44	99.111	75.222	66	75.111	88.444	86.556	154	66.333	57.556	70.333	172.78	202.89	187.89	198.89	192.33
197.67	157.44	98.778	74.667	67.222	83.556	78.333	82.111	146.89	70.889	54.222	71.667	169.67	201.67	188.22	201	197.67
206.11	151.89	95.667	74.444	66.667	96.889	70.111	79.444	136.33	73	54.444	75.556	167.22	199.33	188.44	200.78	206.11
208.89	169.22	129.11	71.667	66.556	97.889	55.444	72.333	114.78	92	53.333	60.778	134	193.11	188.67	200.44	208.89
217.11	154.78	96.778	78.444	71.111	99.444	49.778	69.222	93.444	135.11	54.111	72.667	127.56	186.89	194.44	202.22	217.11
218.44	172.44	102.22	80.333	74.889	98.111	62.111	76.333	87.111	144.11	52.222	78.333	141.78	193.78	189.78	196.78	218.44
214.33	196.78	109.33	80	75.333	98	89.222	98.444	81.667	148.89	54	94.778	166.67	199.33	177.33	186.56	214.33
213.78	207.67	130.44	73	67.889	78.778	96.111	107.78	68.889	159.89	56.111	70.111	142.33	195.44	182.33	190	213.78
209.67	213.78	118.56	78.556	67.667	80.222	116.44	107.11	63.556	159.67	52.889	87.556	167.78	199	178.33	187	209.67
208.33	214.56	136.78	74	66.111	78.222	113.33	115.11	66.111	159.11	55.667	78.667	157.78	199.22	175	186.78	208.33
205	217	138.44	74.333	65.778	75.333	122.44	117.33	66	158.33	55	83.556	165.89	197.89	171.56	181.56	205
201.89	215.67	128.89	79.444	66.778	84.333	116.89	119.44	68.889	162.22	54.111	106	182.11	197.78	166.56	178.22	201.89
199.44	217.22	135	75.556	67.111	86.667	113.33	122.22	73	160.44	54.778	99.778	182	198.33	162.67	175.56	199.44
209.89	208.22	104.56	85.444	72.222	95.222	101.56	107.89	74.667	159.56	54.889	111.89	182.22	201	170.44	182.78	209.89
208.67	209.22	108.67	83.889	70.111	94	96.889	105	76.778	159.11	54.889	112.11	182.22	196.89	169.67	181.89	208.67
214.56	199.89	106	81.333	72.111	88.889	81.778	92.444	71.556	156	52.667	88.889	158.33	199.44	180.56	191	214.56
215.67	190.33	126.89	72.222	72.778	79.778	58.889	85	71.667	151.78	56.222	59.889	113.11	186.56	190.44	199.67	215.67
218.44	169.89	112.56	73.333	74.222	85.889	51.556	70.111	74.222	150.44	55.778	56.778	97.222	174.67	192.67	202	218.44
217.44	172	135.44	72.444	74.111	83	49	71.333	76.222	152.11	57.444	52.444	86.111	165.78	192	203	217.44
214.33	182	148.56	73	73.222	87.111	55.778	78.778	88.667	139.22	53.889	55	107.89	182.67	189.89	201.33	214.33
217.11	157.33	119.67	73	74	90.333	46.556	69.111	85.444	146.22	54.333	55.778	94.889	168.89	193.56	200	217.11
215.56	172.56	136.89	71.889	72.778	90	50.556	73.222	87.889	139.89	54.556	55.222	97.667	173.33	193.22	204.67	215.56
215.44	172.67	142.33	70.556	72.444	87.111	49.444	73	88.556	142.78	54.667	54.444	96.222	175.22	194.22	202.56	215.44
212.33	180.89	162.44	72	75.444	83.667	49.333	81.111	86.889	138.11	56	54.333	88.778	170	194.33	205.22	212.33
212.67	174.22	158	71.444	75.556	84.111	45.556	75.111	84.778	139.22	54.556	54.889	81.667	158.44	192.22	204.67	212.67
207.11	178.33	170.11	75.556	83.889	79.111	44.556	73.778	89.444	128.33	57	57.556	73.667	157.89	196.67	207.22	207.11
204.56	184	175.22	74.667	79.889	82.889	45.778	82	85.222	124.89	54.889	59	81.556	162.22	194.89	206.56	204.56
207.44	178	155.67	73.889	73.889	89.111	46.111	78.333	83.667	128	52	57.444	87.667	157.22	195.44	208.67	207.44
203	177.78	158.67	73.444	80.111	83.222	45.667	71.333	85.778	120.67	55.111	60.111	77.333	152.89	196.33	211.78	203
201.78	185.44	157.89	69.444	66.889	100	46.556	91.333	89.889	109.11	55	58.667	112.67	177.78	194.33	205	201.78
196.78	184.67	151.22	74.444	68.444	67.667	48.556	86.778	100.89	98.556	61.667	66.222	91	167.11	199.44	209.11	196.78
191.67	192.11	152.56	80.556	61.778	57.333	53.667	106.22	119.56	67.667	72.444	65.333	100.78	185.33	202	204.33	191.67
191.33	184.11	131.78	89.556	58.222	50.667	69.444	95.333	147.78	58.667	66.111	61.556	101.67	194	206.67	200.67	191.33
186.67	159.33	100.67	87.111	62.667	46.778	68.333	84.889	148.33	59.444	54.556	58.333	117.67	199.33	210.89	198.89	186.67
186.33	143.44	78.667	70	80.333	44.778	62.111	93.111	108.11	66.444	54.889	71.778	162.78	213.67	205	192.22	186.33
196.78	175.44	111.33	80	73.222	42.889	74.222	82.222	113.11	79.333	58.889	63.222	165.44	215.56	195.22	185	196.78
196.67	159.78	122.33	73.778	69.333	46.889	57.222	88.556	102.67	92.667	61.889	61.111	158.44	221.67	205.33	184.78	196.67
196.56	155.67	125	66.222	67.556	52.333	60.778	94.333	99.778	97.889	61.111	65.667	180	222.33	197.22	184.44	196.56
184.89	120.78	116.89	58.333	57.667	49.667	59.778	128.44	82.889	90.556	57.444	66.778	171.33	228.44	201.78	186.22	184.89
187.56	131.89	137	63.444	56.444	51.667	61.889	128.67	83.444	92	61.333	63.889	174.56	230.56	196.33	187.56	187.56
183.22	130.22	129	68.222	53.778	50	72.111	124.33	85.333	79.444	58.333	68.556	186	229.44	192.67	187.67	183.22
168.89	121.67	115.78	69.222	53.222	47.222	71.444	123.78	80.333	75.333	58	62.778	168.56	224.89	191.89	186.67	168.89
169.44	139	119.33	69.556	49.333	50.889	77.111	118.44	79	68.778	54.556	72.556	196.44	220.33	191.89	190.22	169.44
170.33	154	125.11	74.222	50.222	49.111	78.556	115.44	78.889	70.444	56.111	72	197.67	211.11	192.33	190.78	170.33
172.33	169.33	144.67	82.556	50.556	50.111	78.778	116.22	81.667	83.222	57.778	70.111	199.11	199.44	192	188.89	172.33
158.56	141.22	127.22	80.222	50	50.667	86.667	98.444	84.556	84.333	53.333	76.889	195.78	189.44	192.22	179.44	158.56
147.67	127.44	123.67	93.556	52.222	47.556	82	86.556	85	89.889	53.667	66.333	154.33	155.78	180.78	162.44	147.67
138.33	113	99.556	78.444	61.556	49.111	83.889	89.333	78.444	95.667	54.667	63.667	136.89	129	166.56	142.67	138.33
116.67	92.778	77.111	58	61.667	54.667	83.222	87.889	67.444	87.667	58	83.556	151.78	130.56	166.22	126.78	116.67
115.11	92.333	86	52.889	66.667	68.778	71.222	82.667	60.778	91.556	56.667	76.444	116.22	109.67	142.11	103.44	115.11
113.89	106.44	85.778	52.556	67	77.333	56.778	90.778	62.667	86.111	55.889	77.333	92.667	107	135.33	103.44	113.89
112.33	115.67	91.889	57.778	72.556	78.222	55	94.222	61.333	92.556	52.667	64.778	74.889	97	130.78	107.44	112.33
125.67	116	91.111	62.778	72.889	76.333	54.667	94.333	69.222	87.333	54.111	61.222	66.222	93	131.22	115.78	125.67
150.11	116.11	87.111	70	66.333	79.556	50.667	99.556	83.222	81.222	54.889	68.556	72.889	120.67	153.67	145.44	150.11
188.33	124.67	94.889	77.667	64.222	77.444	53	94	89.111	80.889	55.111	62.889	70	120.22	158.44	157.11	188.33
196.11	102.11	82.111	92.556	60.778	70.222	59.222	80.778	95.444	76.444	57.111	65	76.556	121.33	155.44	144.56	196.11
190.56	96	83.889	97.556	61.444	61.667	63.556	74.111	93.556	76.333	59.222	61.556	77.778	116.56	157	133.67	190.56
194.78	107.22	94	98.222	62.889	57.556	69.333	70	81.222	83.222	56.111	59.444	86.667	127.44	174	143.89	194.78
156.56	107.11	99.778	92.444	61.111	52.889	82.111	69.111	76.222	89	49.889	65.111	71.889	102	157.78	168.78	156.56
159.67	134.78	117.56	86.667	60.667	55.889	84.111	66.111	79.556	98.333	51	81.333	65	99.222	147.44	202.89	159.67
146.78	148.67	106	85.889	58.778	60.556	85.444	73.556	76.444	105.22	59.667	89.889	60.333	84.444	127.89	200.44	146.78
124	106.89	79.444	76.444	61.333	59	59.111	85.444	70.778	81	54.556	81.556	54.444	83.333	137.33	149.11	124
124.56	103	92.444	88.333	78.778	64.667	64.111	80.667	71.556	73.444	64.222	99.444	57.556	63	141.67	105.67	124.56
132.22	93.667	124.67	99.667	92.111	66.778	79.556	75	76.111	61.889	76.333	111.56	66.556	54.111	114.33	91.111	132.22
154	119.33	179.11	139.44	101.67	70	88	72.778	85.667	61.222	98.556	101.78	84.222	50.444	91.667	100.56	154
144.33	124.22	196.44	141.22	107.56	72.556	88	67.667	91.444	72.889	111.78	92.444	78	53	77.333	108.67	144.33
134.89	153.22	221.78	143.33	125	85.333	79.778	65.111	90.778	86.556	109.67	93.889	59.222	46.333	75.111	116.78	134.89
130.22	155.44	208.44	105	99.333	87.778	67.111	79.556	64.667	83.222	116.78	104.67	43.667	53.222	101.67	135.89	130.22
126.22	161.89	198.44	105.67	95.889	87.889	62.889	81.556	57.222	101.78	113.33	109.67	48.556	57.889	105	122.11	126.22
157.56	194.89	207.22	131.89	104.89	85.889	63	79.556	68.222	107.78	101.33	89.222	55.222	60.889	114.56	127.44	157.56
183.78	215.89	202.22	154.56	102.67	83.667	60.778	75.222	84.556	110	96.889	63.778	50.889	59.111	136.78	138.67	183.78
189.89	218.11	194.11	171.67	104.56	80.444	66.889	64.333	79.333	121.67	99.333	58.111	49.556	47.222	107.22	116.78	189.89
200.44	208.22	200.33	169.33	98.667	82.778	67.333	60	82.333	124.67	108.44	72.556	58.333	45.556	99.556	122.11	200.44
206.44	206.67	210.89	172.67	96.778	83.111	63.222	62.333	89.556	117.89	108.11	92.778	63.333	46.333	98.444	136.33	206.44
218.89	209.44	218.33	160.56	89.444	76.444	65.556	76.556	99	97.889	92.111	99.444	66.444	61.556	129.33	170	218.89
218.78	199	228.67	164.78	96.667	82.222	63	78.111	108.33	91.444	78.667	117	53.333	52	112.67	171.44	218.78
221	203.33	236	178.22	104.22	87	61.222	81	110.44	89	74.889	117.67	50.444	48.556	116	184.11	221
219.33	206	241.11	165.78	106.33	86.667	61.778	88	117.44	86.111	72.778	86.667	47.444	52.667	125.56	197.44	219.33
211.33	213.56	239.22	189.56	140.78	101.56	65.444	82.778	115.78	89	98.111	93.222	55.667	49.667	124.56	205	211.33
200.67	209	225.22	203.78	160.11	104.33	65.333	87.444	108.67	97.222	123	86.556	60	52.222	151.11	219.56	200.67
199.22	214.89	220	205.56	171.33	106.67	71.556	73.778	113.67	104.67	136.11	90.778	62.444	53	151.67	215.78	199.22
201.22	223.67	210.67	212.44	187	116.67	80.111	71.111	117.11	115.33	149.33	101.78	57.444	51	131.67	190.89	201.22
203.11	217	202.44	222.89	191.33	118.89	76.111	70.444	117	113.56	149.33	121.56	61.111	45.667	152.78	195.44	203.11
191	200.67	195.78	223.78	185.89	100.67	64.667	67.222	129	101.78	121.44	123.22	76.333	60.778	193.44	202.11	191
207.89	199.89	200.11	230.67	195.11	134.56	71.222	89.778	129.22	107.11	94.111	139.44	63.667	50.222	163.22	195.22	207.89
205.67	198.78	210.56	226.33	168.44	111.78	64.222	96.778	109.89	112.78	85.778	79.222	65.556	69.667	176.11	197.22	205.67
199.56	192.78	212.33	227.89	176.22	111.67	72.556	91.667	97.778	113.89	112	62	56.556	75	171.67	200.11	199.56
198	195.67	214.11	220.33	176.78	95.778	79	90.667	95.222	125.11	129.56	43.556	58.889	84.889	169	206	198
201.67	198.33	219.11	205.89	158.22	82	80.778	94.222	112.44	138.11	104.11	44.222	59	86.222	167.22	204.33	201.67
191.33	201.22	215.56	221.78	170.33	84.889	89.778	98	142.22	136.78	94	40.222	75.444	73.556	173.56	210.56	191.33
185.33	195.11	204	233.11	187.67	89.556	91.111	105.33	138.33	131.56	117.44	49.333	80.222	73.222	185.78	206	185.33
191.11	205.56	217.33	226.33	163.89	89.333	84.778	102.67	157.44	123.78	79.778	47.556	75.222	67.556	184.11	203.44	191.11
191.22	204.89	220.78	203.22	120.22	85.111	76.444	101.78	172.44	103.33	52.889	51.111	64.778	92.222	193.22	201	191.22
194	204.67	216.33	174.78	92.444	87.111	65.889	96.444	170.44	78.333	54.222	55.889	61.333	97.222	195.11	195.78	194
195.56	201.56	211.67	158.78	76.111	94.444	65.111	122.22	174.78	66.444	55.111	68.667	66.667	128.33	205.33	195.67	195.56
193.89	201.22	217.11	159.11	79.667	96	69	129	173.56	63.667	54.222	75.556	62.889	138.89	207.44	193.22	193.89
195.78	200.89	224.89	159.44	83.889	89.444	80.111	140.56	154.11	65.889	51.556	89.222	59.444	149.44	203.78	188.56	195.78
194.89	203	232	178.22	83.333	89.333	81.444	144.78	155.11	66.667	44.556	98.556	60.889	161.22	205.22	188.56	194.89
194.89	206.78	238.67	181.78	84	82.778	86.444	147.89	139.11	69.889	46.556	107.89	57.111	150.67	196.11	186.67	194.89
