128	130.33	129.44	132.78	133.56	150	118	139	138.44	141.56	137.89	136.67	135.44	134.78	131.33	128.22	129.33	125.89	125.89	126.33	128
127.22	130	129	131.89	133.78	149.44	118.11	137.33	137.67	140.67	137.67	136.11	135	133.78	132.11	127.11	128.56	124.89	127.33	126.44	127.22
128.67	130.33	127.78	131.89	134	149.89	120.56	140.11	139.22	142.56	138.89	136.11	134.22	135.11	131.33	128.22	129.11	125.89	125	126.56	128.67
127.56	132.11	129.11	132.56	134	153.56	125.78	138.89	138.89	142.11	138.11	135	134.44	133.78	131.56	128.67	129	125.56	125.22	126.33	127.56
128.33	131.33	128.44	131.22	134.67	155.67	127.44	139.67	139.22	141.89	137.33	136.22	136	134	130.33	128.56	128.56	125.11	125.67	125.89	128.33
128	129.33	128.89	132	133.78	153.33	134	139.89	138.56	141.78	137.11	137.78	135.67	134.67	132	127.67	128.78	125.67	126.78	127.11	128
127.33	130.11	129	133	133.56	150.67	137.78	140.11	138.78	141.44	137.22	136.44	136	134.11	130.78	127.78	128	124.11	124.78	126.67	127.33
127.56	130.89	129.89	131.67	131.22	132.33	152.56	140	139.33	142.44	137.11	137.78	135.56	134	130.89	127.56	129	126.89	125.11	125.78	127.56
128.89	130	128.11	131.89	131.78	125.78	153.78	140.33	139.56	142	137.22	135.22	134.67	133.11	130.89	127.22	127.22	125.89	125.67	126.11	128.89
129.78	129.78	129.44	132.56	130.78	124	147.78	140.33	139.78	142.67	139	136.33	135.67	133.78	132.11	127.56	128.22	125.67	124.78	125.56	129.78
128.67	131	130.67	133.22	132.67	124.56	146.89	139.89	139.89	142.11	137.89	136	135.78	133.78	131	128.78	129.22	125.89	124.89	126.22	128.67
129.44	128.89	128.56	132.89	131.67	120.44	138.44	140.67	139.44	142.44	138.33	136.33	134.89	134.11	130.56	128.33	128.11	124.22	125.67	126.22	129.44
128.56	129.44	128.78	132.89	131.67	119.22	135.78	139.56	139.89	143.44	137.33	136.67	134.78	133.67	131.44	126.33	128.78	125.11	126.33	126.44	128.56
128	130.33	129.67	131.89	132.22	117.44	136.33	138.89	139.67	142	137.33	135.44	135.44	133.78	130.33	128.56	128	126.67	125.44	125.67	128
127.33	130.22	128.33	131.89	133.44	119.11	135.33	140.56	140.89	140.78	136.67	136.44	135.67	134.78	129.89	128.56	128.56	125.89	125.56	126.56	127.33
128.11	131	129.33	132.44	134.78	119.67	134.56	141.33	139.44	141.56	137.33	136.11	136.11	133.56	131.78	127.89	128.22	125.11	127	126.11	128.11
127.67	130.11	129.22	132.67	135.11	122.67	131.89	141.78	138.22	142.56	136.89	136.11	133.89	134.44	131.89	128	128.33	125.11	125.22	126	127.67
128.11	131.78	129.33	132.89	136.33	123.22	131.11	141.67	139.33	142.67	138.44	136.44	135.89	133.78	131	128.11	129	126.67	126.44	126.56	128.11
129.67	131.22	129.78	132.89	138.33	120.44	132.67	141.33	139.44	143.56	137.89	136.67	136.67	133.78	131.78	128.11	128.78	125.56	125.44	126.11	129.67
127.67	130.78	130.22	132.78	143	125.33	132.67	141.22	140.56	142.89	137.22	137.33	136.33	134.11	131.44	127.89	128.78	125	125	126	127.67
128.78	130.67	128.78	133	143.56	122.44	133.44	140.78	139.67	142.44	136.89	136.89	136.33	134.78	131.67	127.44	127.78	125.78	125.22	125.78	128.78
129	131.22	129.44	134.22	144.11	148.78	135.22	140.78	139.22	140.89	136.33	136.89	135.33	134.89	131.67	128	128.22	126.11	125.89	127.11	129
127.11	130.78	129.11	131.11	120.56	142.67	134.44	140.78	139.22	142	136.33	136.33	134.67	134.78	131.78	127	128.56	126.67	125.44	127.22	127.11
127.22	129.67	129.78	134	111.11	133.33	135	141.78	139.11	142.22	136.67	136.44	135.33	134.11	132.22	127.44	128.78	126.33	127.67	126.67	127.22
128.44	130.33	129.44	143.11	129.56	134.22	134.67	140.67	139.33	142.67	137.44	135.33	134.44	133.78	131.89	126.44	128.22	125.44	124.11	126.33	128.44
128.22	131.44	128.89	145.33	148.11	134.56	134.44	140.44	137.89	142.89	138	135.56	135.44	133.56	131.89	128	127.22	125.67	124.56	126.67	128.22
127.89	131.33	127.67	135.33	143.33	136.67	135.11	140.11	139.22	142.56	138.33	135.89	134.78	134.11	131.56	127.33	129	126.89	125.67	126.56	127.89
128	130.44	129	107	132.78	135.67	133.67	140.44	137.89	141.11	139.22	135.67	134.89	134.78	131.56	127.22	128	126.67	126.78	126.33	128
128	131.33	129.44	104.11	133	135.89	133.89	140.11	138.11	141	139.22	135.11	136.11	134.78	132.22	127.44	127.78	126	125.89	127.78	128
129.11	131.78	136.78	123.33	131.33	134.56	135.78	139.89	139.33	143.67	139	135.56	135.11	133.22	131.33	128.78	128	126.56	124.89	126	129.11
129.33	130.11	140.56	147	133.67	135.89	134.44	139.22	138	142.11	138.67	137.22	135.33	134.78	131.22	126	127.67	126.33	125.11	126.89	129.33
128.11	130	127.22	142.67	132.78	136.44	135.33	139.78	137.56	143.67	138.67	136.33	134.89	134.11	132.11	127.22	127.89	127.67	125.22	127.89	128.11
128.33	127.67	105.22	132.33	132.89	137	135.56	141.22	138.33	143.89	138.56	136.56	136	135.11	131.33	128.56	127.78	125.11	126.56	126	128.33
129.11	132.89	104.56	130.22	133.11	136.67	134	140.78	139.67	143.56	138.22	135.67	136	134.33	131.56	126.89	127	126.67	125.89	127.22	129.11
128	135.11	116.56	129.11	133.56	135.89	134.44	139.44	139.78	143.56	138.22	137	135	133.78	131.56	127.22	126.67	125.89	125	126.67	128
128.67	142	136.22	131.33	132.67	136.56	133.89	140.11	138.78	144.22	138.22	135.44	137.22	134.78	132.56	127.78	125.67	125.11	125.67	124.89	128.67
128.67	138.22	143.33	133.44	132.67	136.22	133.78	141.44	138.89	143.33	137.56	137.67	135.67	134.67	132.33	128	127	126.67	125.44	128.33	128.67
128.44	116.56	135.11	133.22	133.22	135.89	135.56	139.89	139.78	143	138.22	137.56	136.67	132.89	131.89	128.78	125.89	127	125.67	125.89	128.44
129.78	105.89	125.56	132.33	134	135.33	134.56	139.89	138.11	143.44	137.22	137	135.22	135.22	131.56	126.67	126.33	124.56	126	126.89	129.78
137	115.44	125.78	133.11	133	135	136.22	140	139.89	143.67	138.33	138.11	135.89	134.11	131.78	127.78	126.78	126.67	126.44	126.22	137
144.44	136.78	127.89	133.89	133.89	134.89	134.78	141.33	139.44	143	138.44	138.11	135.33	133.44	132.11	127.22	126.78	126.33	126.56	124.67	144.44
126.11	148	129.44	132.89	134.33	135.56	136.22	140.33	139.44	143	137.89	136.78	135	135.11	132.33	127.78	127.78	126	125.11	124.78	126.11
107.33	137.22	127.78	133	134.33	135.44	134.33	140	139.67	142.67	136.78	138.33	136.11	134	131.56	129.22	127.33	126	126.11	124.11	107.33
103.11	127.56	128	133.56	133.89	136.33	134.67	140	139.78	143.44	138.44	137.56	134.67	134.67	131.56	129.67	127.33	126.22	127.22	123.56	103.11
114.22	128.22	129.33	132.78	133.33	135	134.78	139.44	139.89	142.89	137.33	139.22	135.78	134.44	132.11	128	127.78	125.44	125.11	129.44	114.22
127.56	130.56	127.11	132	133.56	135.11	134.22	139.78	139.89	142.22	138.78	135.89	135.56	133.67	132.67	129	128.67	126	124.89	142.67	127.56
148.56	130.89	129.44	132.78	133.22	137	133.67	141	139	142.78	138.67	138.33	134.22	133.78	131.22	127.11	126.67	125.33	123.89	136.22	148.56
140.89	130.89	126.78	132.78	132.78	137.33	135.11	140	139.78	143.33	137.67	136.56	135.78	133.78	131.67	128.67	127.78	126.44	125.11	113.11	140.89
123.11	130.44	128.67	132.33	135	136.89	135.67	140.33	138.22	142.78	139.33	136.67	134	134.78	131	127.78	127.78	126.67	126.22	107.11	123.11
126.11	131.56	130.22	131.89	133.67	136.67	135.22	140.33	139.44	143.44	138.56	137.89	135.89	134.78	132.56	127.89	127.56	125.67	143.56	113.78	126.11
131.22	132.33	128.56	131.89	135	137	134	139.56	139.22	142.56	139.44	136.67	134.11	134.44	132.33	129.22	128	123.78	133.22	136.78	131.22
