Frame 	X_1 	Y_1 	nX_1 	nY_1 	Disp 	Ori_Disp 	Radius_1 
328.000000	93.831942	92.520905	-4.766629	0.569102	1.505599	4.800482	19.989284	
329.000000	93.069814	92.985801	-5.528758	1.033997	0.892731	5.624617	20.014178	
330.000000	93.879677	93.394711	-4.718894	1.442907	0.907241	4.934566	20.015022	
331.000000	94.881557	93.331549	-3.717014	1.379745	1.003869	3.964832	20.011186	
332.000000	95.389392	94.065407	-3.209179	2.113603	0.892436	3.842675	19.972206	
333.000000	96.058608	93.986178	-2.539963	2.034375	0.673890	3.254242	19.960368	
334.000000	96.239947	93.178466	-2.358624	1.226662	0.827819	2.658535	19.955710	
335.000000	96.443571	92.107909	-2.155000	0.156105	1.089749	2.160647	19.917018	
336.000000	96.884919	91.972292	-1.713652	0.020488	0.461714	1.713775	19.901939	
337.000000	96.465295	91.847786	-2.133276	-0.104018	0.437705	2.135811	19.882395	
338.000000	97.046081	91.596263	-1.552491	-0.355540	0.632910	1.592682	19.856419	
339.000000	96.608853	91.607970	-1.989718	-0.343834	0.437384	2.019208	19.882891	
340.000000	97.145047	92.511188	-1.453525	0.559384	1.050384	1.557448	19.798720	
341.000000	97.167691	92.995414	-1.430880	1.043610	0.484755	1.771028	19.815121	
342.000000	97.137526	92.273014	-1.461045	0.321210	0.723029	1.495937	19.770553	
343.000000	97.036202	92.543248	-1.562369	0.591444	0.288605	1.670570	19.771074	
344.000000	96.951666	92.139316	-1.646905	0.187512	0.412683	1.657545	19.800865	
345.000000	97.148823	92.647366	-1.449749	0.695562	0.544964	1.607973	19.801324	
346.000000	97.140419	93.069656	-1.458152	1.117852	0.422373	1.837335	19.786834	
347.000000	97.216402	92.566708	-1.382169	0.614904	0.508655	1.512778	19.803866	
348.000000	97.309243	92.243178	-1.289329	0.291374	0.336587	1.321842	19.755643	
349.000000	97.369098	92.233310	-1.229473	0.281507	0.060663	1.261289	19.787468	
350.000000	97.447401	92.212398	-1.151170	0.260595	0.081048	1.180297	19.797935	
351.000000	97.599744	92.657102	-0.998827	0.705298	0.470074	1.222743	19.830918	
352.000000	97.206797	92.452600	-1.391774	0.500797	0.442977	1.479133	19.775529	
353.000000	97.296028	92.023673	-1.302544	0.071869	0.438111	1.304525	19.710205	
354.000000	97.805274	91.759687	-0.793297	-0.192117	0.573603	0.816228	19.749620	
355.000000	97.541649	91.503119	-1.056922	-0.448685	0.367866	1.148217	19.674432	
356.000000	97.169058	91.224396	-1.429513	-0.727408	0.465307	1.603942	19.696652	
357.000000	97.061461	91.591544	-1.537111	-0.360260	0.382589	1.578764	19.673124	
358.000000	97.279963	92.018122	-1.318608	0.066318	0.479283	1.320275	19.679480	
359.000000	96.346285	91.453126	-2.252286	-0.498678	1.091318	2.306831	19.701292	
360.000000	96.679990	92.772725	-1.918581	0.820921	1.361139	2.086831	19.783058	
361.000000	96.651135	92.631329	-1.947437	0.679525	0.144310	2.062586	19.750925	
362.000000	96.269472	93.059835	-2.329099	1.108031	0.573832	2.579231	19.764269	
363.000000	96.140361	93.916486	-2.458210	1.964682	0.866327	3.146867	19.727514	
364.000000	95.574514	94.755184	-3.024057	2.803380	1.011729	4.123573	19.669208	
365.000000	96.235327	95.294207	-2.363244	3.342403	0.852772	4.093480	19.679655	
366.000000	95.719438	96.458426	-2.879133	4.506623	1.273400	5.347808	19.675383	
367.000000	95.659332	96.120404	-2.939239	4.168600	0.343324	5.100623	19.695427	
368.000000	95.848807	95.468150	-2.749765	3.516346	0.679217	4.463843	19.640781	
369.000000	96.175553	96.717721	-2.423018	4.765917	1.291585	5.346493	19.586124	
370.000000	96.342478	96.952498	-2.256094	5.000694	0.288069	5.486064	19.585902	
371.000000	96.518494	96.019469	-2.080077	4.067665	0.949487	4.568656	19.584113	
372.000000	97.344990	96.674116	-1.253581	4.722312	1.054352	4.885867	19.591124	
373.000000	97.315732	96.775712	-1.282839	4.823908	0.105726	4.991570	19.628324	
374.000000	98.270700	96.305670	-0.327871	4.353867	1.064379	4.366194	19.555044	
375.000000	98.283370	96.271479	-0.315201	4.319675	0.036463	4.331160	19.606429	
376.000000	98.300576	96.097289	-0.297995	4.145485	0.175038	4.156182	19.579812	
377.000000	98.148451	95.760845	-0.450120	3.809041	0.369237	3.835545	19.561911	
378.000000	98.295584	96.373502	-0.302987	4.421698	0.630076	4.432066	19.616429	
379.000000	98.420028	95.898433	-0.178543	3.946629	0.491097	3.950666	19.660451	
380.000000	98.880514	95.744264	0.281943	3.792461	0.485608	3.802926	19.676659	
381.000000	98.854196	95.450477	0.255625	3.498673	0.294964	3.507999	19.700518	
382.000000	99.222521	96.448679	0.623950	4.496876	1.063988	4.539956	19.795509	
383.000000	98.725018	95.583883	0.126447	3.632079	0.997688	3.634280	19.916616	
384.000000	98.772067	95.314466	0.173495	3.362663	0.273494	3.367135	19.912269	
385.000000	99.781292	94.276039	1.182721	2.324235	1.448056	2.607853	19.910907	
386.000000	99.651313	94.967639	1.052742	3.015835	0.703708	3.194296	19.934652	
387.000000	100.326056	95.149414	1.727485	3.197610	0.698799	3.634407	19.945222	
388.000000	100.780321	95.442872	2.181750	3.491068	0.540809	4.116745	19.984381	
389.000000	100.277578	94.714355	1.679007	2.762551	0.885149	3.232762	19.960373	
390.000000	99.906786	93.716238	1.308215	1.764434	1.064765	2.196509	19.966393	
391.000000	99.426971	93.700427	0.828399	1.748623	0.480076	1.934923	19.963885	
392.000000	98.240319	93.297063	-0.358253	1.345260	1.253333	1.392145	19.969010	
393.000000	98.172547	93.187426	-0.426024	1.235623	0.128892	1.307004	20.005319	
394.000000	98.197266	92.226085	-0.401305	0.274281	0.961660	0.486082	20.066704	
395.000000	98.716180	91.734485	0.117609	-0.217319	0.714803	0.247102	20.037465	
396.000000	98.983528	91.569831	0.384956	-0.381973	0.313983	0.542305	20.087041	
397.000000	99.676519	91.255594	1.077948	-0.696209	0.760909	1.283230	20.045824	
398.000000	99.485430	91.352351	0.886859	-0.599453	0.214189	1.070450	20.030388	
399.000000	98.884709	90.962479	0.286137	-0.989325	0.716147	1.029873	20.032152	
400.000000	98.976043	90.267629	0.377471	-1.684175	0.700827	1.725957	20.044757	
401.000000	98.112694	90.526143	-0.485877	-1.425661	0.901222	1.506183	19.999715	
